X,Y,OBJECTID,NAME_OF_DISTRICT_COUNCIL_DISTRI,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DIST_1,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DIST_2,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH
12719278.5227951,2548546.99208624,478,Sai Kung,Popcorn I Carpark,"9 TONG YIN STREET, Sai Kung District, New Territories",西貢區,Popcorn 一期停車場,新界 西貢區 唐賢街9號,西贡区,Popcorn 一期停车场,新界 西贡区 唐贤街9号,0,0,0,0,0,0,1,0,2,Tesla Supercharger,-
12719540.5688764,2548542.05876096,479,Sai Kung,The Edge,"TONG CHUN STREET, SAI KUNG",西貢區,君薈坊,西貢 唐俊街,西贡区,君荟坊,西贡 唐俊街,0,0,0,0,0,0,1,0,0,-,-
12719630.8489835,2548677.66557104,480,Sai Kung,TSEUNG KWAN O PLAZA,"TONG TAK STREET, SAI KUNG",西貢區,將軍澳廣場,西貢 唐德街,西贡区,将军澳广场,西贡 唐德街,0,3,0,0,0,0,5,0,0,-,-
12719365.0180395,2548994.72746817,481,Sai Kung,Sheung Tak Car Park A,"Sheung Tak Plaza, 2 Tong Ming Street, Tseung Kwan O, New Territories",西貢區,尚德A停車場,新界將軍澳唐明街2號尚德廣場,西贡区,尚德A停车场,新界将军澳唐明街2号尚德广场,0,18,0,9,1,5,1,0,4,-,-
12719478.4526006,2548356.27800459,482,Sai Kung,The Wings II,"TONG CHUN STREET, SAI KUNG",西貢區,天晉II,西貢 唐俊街,西贡区,天晋II,西贡 唐俊街,0,0,0,0,0,0,2,0,0,-,-
12719127.1282876,2548491.52234147,483,Sai Kung,Park Central Shopping Arcade,"TONG TAK STREET, SAI KUNG",西貢區,將軍澳中心(商業中心)(第一及第二期),西貢 唐德街,西贡区,将军澳中心(商业中心)(第一及第二期),西贡 唐德街,11,0,0,12,0,0,2,0,6,-,-
12721232.4024975,2557695.87143698,484,Sai Kung,Kau Sai Chau Public Golf Course Car Park,WAI MAN ROAD,西貢區,滘西洲公眾高爾夫球場停車場,惠民路,西贡区,滘西洲公众高尔夫球场停车场,惠民路,0,0,0,0,1,1,1,0,0,-,-
12719657.4543418,2547975.33761817,485,Sai Kung,Papillons Square Car Park,"The Papillons, 21 Tong Chun Street, Tseung Kwan O, N.T.",西貢區,翩滙坊停車場,將軍澳唐俊街21號海翩滙,西贡区,翩汇坊停车场,将军澳唐俊街21号海翩汇,0,3,0,0,0,0,0,0,0,-,-
12719287.0943959,2555204.93301937,486,Sai Kung,The Pier Hotel,"9 Pak Shan Wan Street, Sai Kung",西貢區,The Pier Hotel,西貢白少灣街9號,西贡区,The Pier Hotel,西贡白少湾街9号,0,3,0,0,0,0,0,0,0,-,-
12718965.3810675,2550223.08296231,487,Sai Kung,Verbena Heights,8 Mau Tai Road,西貢區,茵怡花園,將軍澳貿泰路8號,西贡区,茵怡花园,将军澳贸泰路8号,0,3,0,0,0,0,0,0,0,-,-
12720490.9033693,2546858.43552066,488,Sai Kung,The LOHAS,"1 LOHAS PARK ROAD, TSEUNG KWAN O, N.T. HONG KONG",西貢區,The LOHAS康城,香港新界將軍澳康城路1號,西贡区,The LOHAS康城,香港新界将军澳康城路1号,0,0,0,0,0,0,4,0,6,Tesla Wall Connector,-
12719310.24885,2548018.53288807,489,Sai Kung,Corinthia by the Sea,"23 Tong Yin Street, Tseung Kwan O",西貢區,帝景灣,將軍澳唐賢街23號,西贡区,帝景湾,将军澳唐贤街23号,84,0,0,0,0,0,0,0,0,-,-
12719516.9691444,2548340.15464204,490,Sai Kung,PopWalk,"12 Tong Chun St, Tseung Kwan O",西貢區,天晉滙,將軍澳唐俊街12號,西贡区,天晋汇,将军澳唐俊街12号,2,0,0,0,0,0,2,0,0,-,-
12719167.4259433,2547906.99546806,491,Sai Kung,Alto Public Car Park,"No.29 Tong Yin Street, Tseung Kwan O",西貢區,藍塘傲公衆停車場,將軍澳唐賢街29號,西贡区,蓝塘傲公众停车场,将军澳唐贤街29号,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-
12718524.110606,2548383.47117351,492,Sai Kung,Choi Ming Car Park 1,"Choi Ming Shopping Centre, 1 Choi Ming Street, Tiu Keng Leng, Tseung Kwan O, New Territories",西貢區,彩明1號停車場,新界將軍澳調景嶺彩明街1號彩明商場,西贡区,彩明1号停车场,新界将军澳调景岭彩明街1号彩明商场,0,21,0,10,0,2,0,0,0,Tesla Wall Connector / Supercharger,-
12719378.8216563,2549737.53006091,493,Sai Kung,Tseung Kwan O Swimming Pool,"9 Wan Lung Road, Tseung Kwan O",西貢區,將軍澳游泳池,將軍澳運隆路9號,西贡区,将军澳游泳池,将军澳运隆路9号,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12719716.8989498,2548981.25071169,494,Sai Kung,Tseung Kwan O Sports Ground,"109 Po Hong Road, Tseung Kwan O",西貢區,將軍澳運動場,將軍澳寶康路109號,西贡区,将军澳运动场,将军澳宝康路109号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12718776.6945306,2548290.94238481,495,Sai Kung,Tiu Keng Leng Sports Centre,"2 Chui Ling Road, Tseung Kwan O",西貢區,調景嶺體育館,將軍澳翠嶺路2號,西贡区,调景岭体育馆,将军澳翠岭路2号,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12720810.1676689,2547932.50342116,496,Sai Kung,"Shaw Studios, Shaw House",Pak Shing Kok,西貢區,邵氏影城 邵氏大樓,百勝角,西贡区,邵氏影城 邵氏大楼,百胜角,0,7,0,0,0,0,0,0,0,-,-
12720846.3465034,2547592.72141137,497,Sai Kung,"Shaw Studios, Production Building","201 Wan Po Rd, Tseung Kwan O",西貢區,邵氏影城 製作大樓,"Shaw Studios, Production Building 邵氏影城 製作大樓",西贡区,邵氏影城 制作大楼,"Shaw Studios, Production Building 邵氏影城 制作大楼",0,3,0,0,0,0,0,0,0,-,-
12723629.8903707,2543303.44362662,498,Sai Kung,Clear Water Bay Golf & Country Club,"139 Tai Au Mun Rd, Clear Water Bay",西貢區,清水灣鄉村俱樂部,清水灣大坳門路139號,西贡区,清水湾乡村俱乐部,清水湾大坳门路139号,0,2,0,0,0,0,3,0,0,-,-
12719441.8284881,2548054.99026354,499,Sai Kung,Ocean PopWalk,"28 Tong Chun St, Tseung Kwan O",西貢區,海天晉滙,將軍澳唐俊街28號,西贡区,海天晋汇,将军澳唐俊街28号,0,0,0,0,0,0,0,0,6,Tesla Wall Connector,-
12719805.2866255,2548126.82235358,500,Sai Kung,Yung Ming Court Car Park,"5 Chi Shin Street, Tseung Kwan O,  New Territories",西貢區,雍明苑停車場,將軍澳至善街5號,西贡区,雍明苑停车场,将军澳至善街5号,9,1,0,0,0,0,0,0,0,-,-
12721137.4469719,2557925.8191823,501,Sai Kung,WM Hotel,WAI MAN ROAD,西貢區,WM Hotel,惠民路,西贡区,WM Hotel,惠民路,0,9,0,10,0,0,0,0,3,-,-
12718375.1651273,2548307.42667008,502,Sai Kung,Kin Ming Car Park A,"Kin Ming Estate Car Park, 1 Choi Ming Street, Tiu Keng Leng, Tseung Kwan O, New Territories",西貢區,健明A停車場,新界將軍澳調景嶺彩明街1號健明邨停車場,西贡区,健明A停车场,新界将军澳调景岭彩明街1号健明邨停车场,0,12,0,10,0,8,0,0,4,Tesla Wall Connector / Supercharger,-
12719040.0764458,2550214.53903527,503,Sai Kung,MCP Discovery,"8 Mau Yip Rd, Metro City",西貢區,新都城中心3期,貿泰路8號,西贡区,新都城中心3期,贸泰路8号,0,5,0,0,0,4,0,0,0,-,-
12720790.1301606,2546133.44539186,504,Sai Kung,Advanced Manufacturing Centre ,"18 Chun Cheong St, Tseung Kwan O Industrial Estate",西貢區,‎先進製造業中心,將軍澳工業邨駿昌街18號,西贡区,‎先进制造业中心,将军澳工业邨骏昌街18号,0,0,0,10,0,0,0,0,6,Tesla Wall Connector / Supercharger,-
12720778.9982115,2546137.65616363,505,Sai Kung,Data Technology Hub,"7 Chun Cheong St, Tseung Kwan O Industrial Estate",西貢區,數據技術中心,將軍澳工業邨駿昌街7,西贡区,数据技术中心,将军澳工业邨骏昌街7,0,30,0,0,0,0,6,0,0,-,-
12719460.5301626,2548158.94836256,506,Sai Kung,Twin Peak,"9 Chi Shin St, Tseung Kwan O",西貢區,嘉悅,將軍澳至善街9號,西贡区,嘉悦,将军澳至善街9号,0,2,0,0,0,0,0,0,0,-,-
12720137.7979445,2549678.44639077,507,Sai Kung,TKO Gateway East,"TKO Gateway, 2 Sheung Ning Rd, Tseung Kwan O",西貢區,TKO Gateway 東翼,將軍澳常寧路2號重華路近厚德邨,西贡区,TKO Gateway 东翼,将军澳常宁路2号重华路近厚德邨,0,7,0,0,0,8,0,0,0,-,-
12719840.4635846,2549711.29736705,508,Sai Kung,TKO Gateway West,"TKO Gateway, 2 Sheung Ning Rd, Tseung Kwan O",西貢區,TKO Gateway 西翼,將軍澳常寧路2號,西贡区,TKO Gateway 西翼,将军澳常宁路2号,0,9,0,0,0,0,0,0,0,-,-
12718771.6851535,2550737.29096949,509,Sai Kung,Po Lam Car Park,"Po Lam Shopping Centre, 18 Po Lam Road North, Tseung Kwan O, New Territories",西貢區,寶林停車場,新界將軍澳寶琳北路18號寶林商場,西贡区,宝林停车场,新界将军澳宝琳北路18号宝林商场,0,19,0,0,0,0,0,0,0,-,-
12718453.9793268,2548112.74468361,510,Sai Kung,Metro Town Car Park,"8 King Ling Road, Tseung Kwan O, NT",西貢區,都會駅停車場,新界將軍澳景嶺路8號,西贡区,都会駅停车场,新界将军澳景岭路8号,0,2,0,0,0,2,0,0,0,-,-
12720116.0906438,2549329.60427291,511,Sai Kung,Wo Ming Court,"8 Ngan O Rd, Tseung Kwan O",西貢區,和明苑,將軍澳銀澳路8號,西贡区,和明苑,将军澳银澳路8号,0,14,0,0,0,0,0,0,0,-,-
12719662.0184409,2547893.63990429,512,Sai Kung,Monterey,"TONG CHUN STREET, SAI KUNG",西貢區,Monterey,西貢 唐俊街,西贡区,Monterey,西贡 唐俊街,0,0,0,0,0,4,2,0,0,-,-
12718387.5215908,2548502.83286026,513,Sai Kung,Mount Verdant,"48 Chui Ling Road, Tseung Kwan O",西貢區,翠嶺峰,將軍澳翠嶺路48號,西贡区,翠岭峰,将军澳翠岭路48号,39,0,0,0,0,0,0,0,0,-,-
12718777.919045,2550440.89440129,514,Sai Kung,Radiant Towers,"1 Yuk Nga Ln, Tseung Kwan O",西貢區,旭輝臺,將軍澳毓雅里1號,西贡区,旭辉台,将军澳毓雅里1号,0,2,0,0,0,0,0,0,0,-,-
12718660.3656627,2550283.73293553,515,Sai Kung,SERENITY PLACE,"PO HONG ROAD, SAI KUNG",西貢區,怡心園,西貢 寶康路,西贡区,怡心园,西贡 宝康路,0,2,0,0,0,0,0,0,0,-,-
12719160.5241349,2550047.63248741,516,Sai Kung,THE PINNACLE,"WAN HANG ROAD, SAI KUNG",西貢區,疊翠軒,西貢 運亨路,西贡区,迭翠轩,西贡 运亨路,0,6,0,0,0,0,0,0,0,-,-
12720323.0335772,2549570.02659166,517,Sai Kung,Ming Tak Car Park,"Ming Tak Shopping Centre, 10 Pui Shing Lane, Tseung Kwan O, New Territories",西貢區,明德停車場,新界將軍澳培成里10號明德商場,西贡区,明德停车场,新界将军澳培成里10号明德商场,0,0,0,0,2,2,0,0,0,-,-
12719855.7143549,2548250.63416414,518,Sai Kung,Savannah,"CHI SHIN STREET, SAI KUNG",西貢區,Savannah,西貢 至善街,西贡区,Savannah,西贡 至善街,0,0,0,0,0,0,3,0,0,-,-
12719057.7762449,2547904.70937982,519,Sai Kung,Capri,"TONG YIN STREET, SAI KUNG",西貢區,Capri,西貢 唐賢街,西贡区,Capri,西贡 唐贤街,0,0,0,0,0,0,3,0,0,-,-
12717331.2109427,2554301.80047121,520,Sai Kung,Ho Chung Road,Ho Chung Rd DD247/Lot84,西貢區,蠔涌路,西貢蠔涌路DD247/Lot84,西贡区,蚝涌路,西贡蚝涌路DD247/Lot84,0,0,0,0,0,0,2,0,0,-,-
12719755.9720911,2563185.26143568,521,Sai Kung,Che Ha Village,"No. 63 Che Ha Village, Sai Kung",西貢區,輋下村,西貢輋下村63號,西贡区,輋下村,西贡輋下村63号,0,0,0,0,0,0,4,0,0,-,-
12718139.3904458,2550373.14391064,522,Sai Kung,Tsui Lam Square,"11 Tsui Lam Rd, Tseung Kwan O",西貢區,翠林新城,將軍澳翠琳路11號,西贡区,翠林新城,将军澳翠琳路11号,0,6,0,0,0,0,6,0,0,-,-
12718930.8720254,2548569.97418165,523,Sai Kung,Tong Ming Car Park,"Tong Ming Court Retail and Car Park, 15 Tong Ming Street, Tseung Kwan O, New Territories",西貢區,唐明停車場,新界將軍澳唐明街15號唐明苑商舖及停車場,西贡区,唐明停车场,新界将军澳唐明街15号唐明苑商铺及停车场,0,36,0,0,0,0,0,0,0,-,-
12719260.0437596,2550523.9282351,524,Sai Kung,Yan Ming Court Car Park,"Yan Ming Court Retail and Car Park, 100 Po Lam Road North, Tseung Kwan O, New Territories",西貢區,欣明停車場,新界將軍澳寶琳北路100號欣明苑商舖及停車場,西贡区,欣明停车场,新界将军澳宝琳北路100号欣明苑商铺及停车场,0,12,0,0,0,0,0,0,0,-,-
12705916.6216762,2570789.02584627,525,North,Fanling Town Centre,"FANLING STATION ROAD, NORTH",北區,粉嶺名都,北區 粉嶺車站路,北区,粉岭名都,北区 粉岭车站路,0,0,0,0,0,0,3,0,0,-,-
12704641.9021871,2571975.12268825,526,North,LANDMARK NORTH,"LUNG SUM AVENUE, NORTH",北區,上水廣場,北區 龍琛路,北区,上水广场,北区 龙琛路,2,0,0,0,0,0,2,0,4,Tesla Supercharger,-
12706388.3936782,2570085.89003124,527,North,Avon Park,"15 Yat Ming Road, Fanling",北區,碧湖花園,粉嶺一鳴路15號,北区,碧湖花园,粉岭一鸣路15号,0,2,0,0,0,4,0,0,0,-,-
12704034.4317259,2572463.49042476,528,North,Cambridge Plaza,"188 San Wan Road, Sheung Shui",北區,劍橋廣場,上水新運路188號,北区,剑桥广场,上水新运路188号,1,0,0,0,0,0,0,0,0,-,-
12706550.5861763,2571648.34723561,529,North,Grand Regentville,"9 Wo Mun Street, Luen Wo Hui, Fanling",北區,御庭軒,粉嶺聯和墟和滿街9號,北区,御庭轩,粉岭联和墟和满街9号,2,0,0,0,0,0,0,0,0,-,-
12706408.987784,2571685.9405456,530,North,Regentville,"8 Wo Mun Street, Luen Wo Hui, Fanling",北區,帝庭軒,粉嶺聯和墟和滿街8號,北区,帝庭轩,粉岭联和墟和满街8号,2,0,0,8,0,0,0,0,3,-,-
12704873.446728,2571782.21354341,531,North,SHEUNG SHUI CENTRE,"CHI CHEONG ROAD, NORTH",北區,上水中心,北區 智昌路,北区,上水中心,北区 智昌路,1,0,0,0,0,0,0,0,0,-,-
12704533.3656836,2571680.7594113,532,North,Choi Yuen Car Park C,"Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui, New Territories",北區,彩園C停車場,新界上水彩園路8號彩園廣場,北区,彩园C停车场,新界上水彩园路8号彩园广场,0,0,0,0,1,5,5,0,0,-,-
12705813.8737862,2571017.46703026,533,North,Car Park of North District Government Offices,"No. 3 Pik Fung Road, Fanling, New Territories, Hong Kong",北區,北區政府合署停車場,香港新界粉嶺璧峰路3號,北区,北区政府合署停车场,香港新界粉岭璧峰路3号,0,26,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12706247.7971613,2570073.60108083,534,North,Wah Sum Estate Car Park,"18 Yat Ming Rd, Fanling",北區,華心邨停車場,粉嶺一鳴路18號,北区,华心邨停车场,粉岭一鸣路18号,0,0,0,0,1,1,1,0,0,-,-
12704816.4511487,2571964.76024145,535,North,Metropolis Plaza,"8 Lung Wan Street, Sheung Shui",北區,新都廣場,上水龍運街8號,北区,新都广场,上水龙运街8号,2,0,0,0,0,0,2,0,0,-,-
12704303.4909351,2572064.28819437,536,North,Po Shek Wu Estate,"Choi Yuen Road, Sheung Shui, N.T.",北區,寶石湖邨,新界上水寶石湖路與彩園路路口,北区,宝石湖邨,新界上水宝石湖路与彩园路路口,47,10,0,0,0,0,0,0,0,-,-
12704709.695757,2571293.26332688,537,North,Po Wing Road Sports Centre,"19 Pak Wo Road, Sheung Shui",北區,保榮路體育館,上水百和路19號,北区,保荣路体育馆,上水百和路19号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12705589.8989707,2569392.9037545,538,North,Fai Ming Estate,FAI MING ROAD,北區,暉明邨,暉明路,北区,晖明邨,晖明路,1,0,0,0,0,0,0,0,0,-,-
12706316.7039261,2571486.6487728,539,North,Commune Modern,"28 Wo Fung St, Fanling",北區,囍逸,粉嶺聯和墟和豐街28號,北区,囍逸,粉岭联和墟和丰街28号,30,87,0,0,0,0,3,0,0,-,-
12704945.804397,2572411.55623998,540,North,North District Sports Ground,"26 Tin Ping Road, Sheung Shui",北區,北區運動場,新界上水天平路26號北區運動場,北区,北区运动场,新界上水天平路26号北区运动场,0,8,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12706354.775192,2569825.05297856,541,North,Wo Hing Sports Centre,"No.8 Wo Ming Lane, Fanling",北區,和興體育館,粉嶺和鳴里8號地下,北区,和兴体育馆,粉岭和鸣里8号地下,0,4,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12705069.8143097,2572382.15505632,542,North,Sheung Shui Swimming Pool,"38 Tin Ping Road, Sheung Shui",北區,上水游泳池,上水天平路38號,北区,上水游泳池,上水天平路38号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12706676.0432424,2571781.97255899,543,North,Green Code,"MA SIK ROAD, NORTH",北區,逸峯,北區 馬適路,北区,逸峯,北区 马适路,0,0,0,0,0,4,0,0,0,-,-
12705608.2666867,2571034.21468748,544,North,Fanling Swimming Pool,"73 San Wan Road, Fanling",北區,粉嶺游泳池,粉嶺新運路73號,北区,粉岭游泳池,粉岭新运路73号,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12707865.4920015,2572095.25524527,545,North,Queens Hill Shopping Centre,LUNG MA ROAD,北區,皇后山商場停車場,龍馬路,北区,皇后山商场停车场,龙马路,56,34,0,0,0,0,0,0,0,-,-
12708209.5805476,2572145.9834958,546,North,Shan Lai Court,"88 Lung Ma Rd, Kwan Tei",北區,山麗苑,軍地龍馬路88號,北区,山丽苑,军地龙马路88号,18,0,0,0,0,0,0,0,0,-,-
12707523.6298453,2578011.50024527,547,North,Heung Yuen Wai BCP Public Car Park-Private Car & Motorcycle,"Mezzanine Floor of Passenger Terminal Building, Heung Yuen Wai Boundary Control Point, New Territories, Hong Kong",北區,香園圍口岸公眾停車場-私家車及電單車,香港新界香園圍邊境管制站旅檢大樓閣樓,北区,香园围口岸公众停车场-私家车及电单车,香港新界香园围边境管制站旅检大楼阁楼,0,126,0,0,0,0,0,0,0,-,-
12704162.7830988,2571076.14414768,548,North,Cheung Lung Wai Estate,"Cheung Lung Wai Estate, North, New Territories",北區,祥龍圍邨,"祥龍圍邨, 北區, 新界",北区,祥龙围邨,"祥龙围邨, 北区, 新界",0,1,0,0,0,0,0,0,0,-,-
12702485.1983725,2573094.54587811,549,North,Ho Sheung Heung,"D95 Lot HSHL1, 1080RP, Ho Sheung Heung Village",北區,河上鄉,"河上鄉 DD95 Lot HSHL1, 1080RP (近美味棧對出)",北区,河上乡,"河上乡 DD95 Lot HSHL1, 1080RP (近美味栈对出)",0,0,0,0,0,0,1,0,0,-,-
12706527.2090832,2570824.44848303,550,North,Fanling Lung Fung,"No.23 Yip Cheong Street, Fanling",北區,粉嶺龍豐,粉嶺業暢街23號,北区,粉岭龙丰,粉岭业畅街23号,0,0,0,0,0,4,0,0,0,-,-
12704573.6633393,2571693.89298743,551,North,Choi Yuen Car Park B,"Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui, New Territories",北區,彩園B停車場,新界上水彩園路8號彩園廣場,北区,彩园B停车场,新界上水彩园路8号彩园广场,0,39,0,0,0,0,0,0,0,-,-
12704519.6733862,2571766.18808717,552,North,Choi Yuen Car Park A,"Choi Yuen Plaza, 8 Choi Yuen Road, Sheung Shui, New Territories",北區,彩園A停車場,新界上水彩園路8號彩園廣場,北区,彩园A停车场,新界上水彩园路8号彩园广场,0,9,0,0,0,0,0,0,0,-,-
12705726.1540275,2569562.17191033,553,North,YUNG SHING COURT,"FAI MING ROAD, NORTH",北區,雍盛苑,北區 暉明路,北区,雍盛苑,北区 晖明路,0,0,0,0,2,2,0,0,0,-,-
12708317.6717731,2565699.67115541,554,Tai Po,Tai Wo Car Park B,"Tai Wo Plaza, 12 Tai Wo Road, Tai Po, New Territories",大埔區,太和B停車場,新界大埔太和路12號太和廣場,大埔区,太和B停车场,新界大埔太和路12号太和广场,0,13,0,0,0,2,3,0,0,-,-
12708474.7435746,2565809.27945867,555,Tai Po,Tai Wo Car Park A,"Tai Wo Plaza, 12 Tai Wo Road, Tai Po, New Territories",大埔區,太和A停車場,新界大埔太和路12號太和廣場,大埔区,太和A停车场,新界大埔太和路12号太和广场,0,18,0,6,0,2,0,0,8,Tesla Wall Connector / Supercharger,-
12709215.0181884,2564909.66950589,556,Tai Po,UPTOWN PLAZA BLOCK 1,"NAM WAN ROAD, TAI PO",大埔區,新達廣場,大埔 南運路,大埔区,新达广场,大埔 南运路,0,0,0,0,0,2,0,0,0,-,-
12708819.8339961,2565261.72691574,557,Tai Po,Po Heung Estate Car Park,"No.1 Po Heung Street, Tai Po, N.T",大埔區,寶鄉邨停車場,新界大埔寶鄉街1號,大埔区,宝乡邨停车场,新界大埔宝乡街1号,8,7,0,0,0,0,0,0,0,-,-
12709432.9817514,2565884.68075305,558,Tai Po,Tai Po Mega Mall,8 On Pong Rd,大埔區,大埔超級城,大埔安邦路8號,大埔区,大埔超级城,大埔安邦路8号,2,0,0,0,0,0,2,0,0,-,-
12708475.8567695,2566287.95096311,559,Tai Po,Tai Po Sports Ground,"21 Tai Po Tau Road, Tai Po",大埔區,大埔運動場停車場,大埔頭路21 號,大埔区,大埔运动场停车场,大埔头路21 号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12708980.9132993,2565199.69778813,560,Tai Po,Tai Po Complex Car Park,"No. 8 Heung Sze Wui Street, Tai Po",大埔區,大埔綜合大樓停車場,大埔鄉事會街8號,大埔区,大埔综合大楼停车场,大埔乡事会街8号,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12709807.4605184,2566066.92202844,561,Tai Po,Fu Shin Car Park,"Fu Shin Shopping Centre, 12 On Po Road, Tai Po, New Territories",大埔區,富善停車場,新界大埔安埔路12號富善商場,大埔区,富善停车场,新界大埔安埔路12号富善商场,0,18,0,7,1,1,0,0,4,Tesla Wall Connector / Supercharger,-
12709877.7031171,2565102.49921064,562,Tai Po,Kwong Fuk Park,"Kwong Chun Street, Tai Po",大埔區,廣福公園停車場,大埔廣進街,大埔区,广福公园停车场,大埔广进街,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12710099.1175843,2567191.48985806,563,Tai Po,Fu Tip Estate (Phase 2),"Choi Tip St, Tai Po",大埔區,富蝶邨 第二期,彩蝶街,大埔区,富蝶邨 第二期,彩蝶街,0,19,0,0,0,0,0,0,0,-,-
12709380.8842297,2565583.92075015,564,Tai Po,Tai Po Tung Cheong Street Leisure Building,"Tung Cheung Street, Tai Po Market, Tai Po, New Territories",大埔區,大埔東昌街康體大樓,新界大埔大埔墟東昌街,大埔区,大埔东昌街康体大楼,新界大埔大埔墟东昌街,0,60,0,0,0,0,0,0,0,-,-
12709904.5311144,2565942.73757271,565,Tai Po,Ming Nga Court,"7 On Po Ln, Tai Po",大埔區,明雅苑,安保里7號,大埔区,明雅苑,安保里7号,0,12,0,0,0,0,0,0,0,-,-
